,etiquetaoriginal,tweet,tweetF,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,TweetNeutro,TweetPositivo,TweetNegativo,
993,P,"—¿Me invitas un café? —Sí, vamos al mejor café del mundo. —¿Ese cuál es? —El café de tus ojos. —¿No traes dinero verdad? —No, soy pobre.","['', 'Me', 'invitas', 'un', 'café', 'Sí', 'vamos', 'al', 'mejor', 'café', 'del', 'mundo', 'Ese', 'cuál', 'es', 'El', 'café', 'de', 'tus', 'ojos', 'No', 'traes', 'dinero', 'verdad', 'No', 'soy', 'pobre', '']",0.038461538,0.038461538,0,0,0.038461538,0.038461538,0.076923077,0.038461538,0.038461538,0.076923077,0,1,0,1
994,NEU,"Acabo de recibir un CV de un diseñador dentro de una revista en pdf, videos de su novia en youtube y jpgs random Still don't get it.","['Acabo', 'de', 'recibir', 'un', 'CV', 'de', 'un', 'diseñador', 'dentro', 'de', 'una', 'revista', 'en', 'pdf', 'videos', 'de', 'su', 'novia', 'en', 'youtube', 'y', 'jpgs', 'random', 'Still', 'don', 't', 'get', 'it', '']",0,0.035714286,0,0,0.035714286,0,0.071428571,0,0,0.071428571,0,1,0,0
995,P,"Así que valoren los buenos días que les dan aunque no sea de la persona que les gusta, si te los dan es por algo. Ash, los odie","['Así', 'que', 'valoren', 'los', 'buenos', 'días', 'que', 'les', 'dan', 'aunque', 'no', 'sea', 'de', 'la', 'persona', 'que', 'les', 'gusta', 'si', 'te', 'los', 'dan', 'es', 'por', 'algo', 'Ash', 'los', 'odie']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
996,N,"Sentí muy feo, entré a su Twitter y ya no me sigue  ya valió...ahora si ya se acabó, no me habla por whats y no me sigue en ninguna rs","['Sentí', 'muy', 'feo', 'entré', 'a', 'su', 'Twitter', 'y', 'ya', 'no', 'me', 'sigue', 'ya', 'valió', 'ahora', 'si', 'ya', 'se', 'acabó', 'no', 'me', 'habla', 'por', 'whats', 'y', 'no', 'me', 'sigue', 'en', 'ninguna', 'rs']",0,0,0.032258065,0,0,0.064516129,0,0.032258065,0,0,0,0,1,1
997,P,Ayudo en tareas gratis,"['Ayudo', 'en', 'tareas', 'gratis']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
998,P,quiero y necesito verte yaaaa,"['quiero', 'y', 'necesito', 'verte', 'yaaaa']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
999,N,@jancarlobg A veces me siento sola,"['', 'jancarlobg', 'A', 'veces', 'me', 'siento', 'sola']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000,NEU,@AbrahamIbaniez exacto! Cómo va todo por allá?,"['', 'AbrahamIbaniez', 'exacto', 'Cómo', 'va', 'todo', 'por', 'allá', '']",0,0,0,0,0,0,0.142857143,0,0,0.142857143,0,1,0,0
1001,NEU,@MariaJose_LB yo ya quería asado de tu boda,"['', 'MariaJose', 'LB', 'yo', 'ya', 'quería', 'asado', 'de', 'tu', 'boda']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
1002,N,@belindapop #AskBeli ¿Porque siempre respondes a los mismos EH?,"['', 'belindapop', 'AskBeli', 'Porque', 'siempre', 'respondes', 'a', 'los', 'mismos', 'EH', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1003,P,"No soy mala, ni muy buena, pero quiero estar contigo","['No', 'soy', 'mala', 'ni', 'muy', 'buena', 'pero', 'quiero', 'estar', 'contigo']",0,0,0,0,0,0.1,0,0.1,0,0,0,0,1,0
1004,N,Es turbo jodido no tener dinero para pagar academias de baile,"['Es', 'turbo', 'jodido', 'no', 'tener', 'dinero', 'para', 'pagar', 'academias', 'de', 'baile']",0.181818182,0.181818182,0,0,0.181818182,0,0.181818182,0,0.090909091,0.181818182,0,1,0,0
1005,N,"Navidad 2015, Navidad 2016... No diré más!!! Pobre de ti... Sin Cerebro","['Navidad', '2015', 'Navidad', '2016', 'No', 'diré', 'más', 'Pobre', 'de', 'ti', 'Sin', 'Cerebro']",0,0,0,0,0,0.083333333,0,0.083333333,0,0,0,0,1,1
1006,P,"Ah por cierto, sigo en el SS y hay una chava súper bonita","['Ah', 'por', 'cierto', 'sigo', 'en', 'el', 'SS', 'y', 'hay', 'una', 'chava', 'súper', 'bonita']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1007,NEU,"@dBtte Muchísimas gracias, ya dile a tus muchachos que ganen para irme a festejar.","['', 'dBtte', 'Muchísimas', 'gracias', 'ya', 'dile', 'a', 'tus', 'muchachos', 'que', 'ganen', 'para', 'irme', 'a', 'festejar', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
1008,N,"un día volverá ese fue el consuelo al decir que te habías ido,que te extraño","['un', 'día', 'volverá', 'ese', 'fue', 'el', 'consuelo', 'al', 'decir', 'que', 'te', 'habías', 'ido', 'que', 'te', 'extraño']",0,0,0,0,0,0,0.0625,0,0,0,0,1,0,0
1009,N,Ya me regañaron... al final sí hubo agua y el internet sigue medio lento .Seguiremos informando.,"['Ya', 'me', 'regañaron', 'al', 'final', 'sí', 'hubo', 'agua', 'y', 'el', 'internet', 'sigue', 'medio', 'lento', 'Seguiremos', 'informando', '']",0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,1,1
1010,P,@marianitapando ¿Y si vamos y te invito una hamburguesa con su respectiva malteada? *En verdad lo digo*,"['', 'marianitapando', 'Y', 'si', 'vamos', 'y', 'te', 'invito', 'una', 'hamburguesa', 'con', 'su', 'respectiva', 'malteada', 'En', 'verdad', 'lo', 'digo', '']",0,0,0,0,0,0,0.058823529,0,0,0.058823529,0,1,0,1
1011,NEU,Que padre que tengo trabajitos de free porque Björk no se pagara sola y esta bien pinche caro,"['Que', 'padre', 'que', 'tengo', 'trabajitos', 'de', 'free', 'porque', 'Björk', 'no', 'se', 'pagara', 'sola', 'y', 'esta', 'bien', 'pinche', 'caro']",0.055555556,0,0.055555556,0,0,0.055555556,0,0.055555556,0,0.055555556,0,0,1,0
1012,N,Me duele ver este tipo de documentales. Encabrona ver el nivel de estupidez humana que existe en nuestra sociedad.,"['Me', 'duele', 'ver', 'este', 'tipo', 'de', 'documentales', 'Encabrona', 'ver', 'el', 'nivel', 'de', 'estupidez', 'humana', 'que', 'existe', 'en', 'nuestra', 'sociedad', '']",0,0.105263158,0,0.105263158,0,0.052631579,0.052631579,0,0,0.052631579,1,0,0,0
1013,N,"Por si no sabes, al tirar eso a la basura fue como si hubieras tirado un pedacito de mi corazón...","['Por', 'si', 'no', 'sabes', 'al', 'tirar', 'eso', 'a', 'la', 'basura', 'fue', 'como', 'si', 'hubieras', 'tirado', 'un', 'pedacito', 'de', 'mi', 'corazón', '']",0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,1,1
1014,N,"Tengo dolor de estomago no se que me aria mal si los tacos,los esquimales,el esquiete,el chocolate, las empanadas o el marquesote","['Tengo', 'dolor', 'de', 'estomago', 'no', 'se', 'que', 'me', 'aria', 'mal', 'si', 'los', 'tacos', 'los', 'esquimales', 'el', 'esquiete', 'el', 'chocolate', 'las', 'empanadas', 'o', 'el', 'marquesote']",0.041666667,0.041666667,0.083333333,0.083333333,0.041666667,0.083333333,0.041666667,0.083333333,0,0.041666667,0,0,1,1
1015,N,"tomando en miércoles?... na, sólo olvide mis llaves y estoy esperando a mi vecina en restaurant coqueo de la esquina de casa","['tomando', 'en', 'miércoles', 'na', 'sólo', 'olvide', 'mis', 'llaves', 'y', 'estoy', 'esperando', 'a', 'mi', 'vecina', 'en', 'restaurant', 'coqueo', 'de', 'la', 'esquina', 'de', 'casa']",0,0.045454545,0,0,0,0,0.045454545,0,0,0,0,1,0,0
1016,N,"@DianAngel01 En Mexico disque solo aumento la gasolina, pero si aumenta la gasolina aumenta todo y todo es TODO bueno menos el salario","['', 'DianAngel01', 'En', 'Mexico', 'disque', 'solo', 'aumento', 'la', 'gasolina', 'pero', 'si', 'aumenta', 'la', 'gasolina', 'aumenta', 'todo', 'y', 'todo', 'es', 'TODO', 'bueno', 'menos', 'el', 'salario']",0,0.086956522,0,0,0.086956522,0,0.086956522,0,0.043478261,0.086956522,0,1,0,0
1017,N,Me acaba de sacar un pinche pedo el señor de los camotes o no sé que venda en su carrito que chifla muy feo,"['Me', 'acaba', 'de', 'sacar', 'un', 'pinche', 'pedo', 'el', 'señor', 'de', 'los', 'camotes', 'o', 'no', 'sé', 'que', 'venda', 'en', 'su', 'carrito', 'que', 'chifla', 'muy', 'feo']",0,0,0.041666667,0,0,0.083333333,0,0.041666667,0,0,0,0,1,1
1018,NEU,"@lili_blend jajaja ño! todavía no, esta semana queda eso, pero creo ya tendré nuevo número! roji el viernes no puedo, iré al a las 6","['', 'lili', 'blend', 'jajaja', 'ño', 'todavía', 'no', 'esta', 'semana', 'queda', 'eso', 'pero', 'creo', 'ya', 'tendré', 'nuevo', 'número', 'roji', 'el', 'viernes', 'no', 'puedo', 'iré', 'al', 'a', 'las', '6']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
1019,N,"De verdad espero que Voice no esté tan estresante, porque hubo unos capítulos de Awl en los que me desesperé tanto que ya no quería verlo","['De', 'verdad', 'espero', 'que', 'Voice', 'no', 'esté', 'tan', 'estresante', 'porque', 'hubo', 'unos', 'capítulos', 'de', 'Awl', 'en', 'los', 'que', 'me', 'desesperé', 'tanto', 'que', 'ya', 'no', 'quería', 'verlo']",0,0,0,0,0,0,0.038461538,0,0,0.038461538,0,1,0,0
1020,N,"Un soldado en cada hijo te dió dice el himno, pero no es así, te hemos fallado México, unos en hechos y otros por limitarnos a observar","['Un', 'soldado', 'en', 'cada', 'hijo', 'te', 'dió', 'dice', 'el', 'himno', 'pero', 'no', 'es', 'así', 'te', 'hemos', 'fallado', 'México', 'unos', 'en', 'hechos', 'y', 'otros', 'por', 'limitarnos', 'a', 'observar']",0.037037037,0.037037037,0,0,0.037037037,0,0.111111111,0.074074074,0,0.074074074,0,1,0,0
1021,N,Aun que vengas de rodillas &amp; me implores &amp; me digas aun que vengas &amp; me llores que te absuelva &amp; perdone este es el ultimo adiós (,"['Aun', 'que', 'vengas', 'de', 'rodillas', 'amp', 'me', 'implores', 'amp', 'me', 'digas', 'aun', 'que', 'vengas', 'amp', 'me', 'llores', 'que', 'te', 'absuelva', 'amp', 'perdone', 'este', 'es', 'el', 'ultimo', 'adiós', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022,N,"Le dije a mi mama de la perfo en la nariz y me dijo ""ve a verlo"" no sé si me lo dijo así buen pedo o en plan ""te voy a partir la madre""","['Le', 'dije', 'a', 'mi', 'mama', 'de', 'la', 'perfo', 'en', 'la', 'nariz', 'y', 'me', 'dijo', 've', 'a', 'verlo', 'no', 'sé', 'si', 'me', 'lo', 'dijo', 'así', 'buen', 'pedo', 'o', 'en', 'plan', 'te', 'voy', 'a', 'partir', 'la', 'madre', '']",0,0.057142857,0.028571429,0,0.028571429,0.028571429,0.028571429,0.028571429,0,0.028571429,1,0,0,0
1023,P,Me pone muy feliz,"['Me', 'pone', 'muy', 'feliz']",0,0.25,0,0,0.25,0.25,0.25,0.25,0,0.25,1,0,0,0
1024,P,@yisusdude jaja a buena respuesta,"['', 'yisusdude', 'jaja', 'a', 'buena', 'respuesta']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1025,N,Ni está tan bonita su novia,"['Ni', 'está', 'tan', 'bonita', 'su', 'novia']",0,0.166666667,0,0,0.166666667,0,0.166666667,0,0,0.166666667,0,1,0,0
1026,P,@dianagaabriela Es que ese lugar es grandioso,"['', 'dianagaabriela', 'Es', 'que', 'ese', 'lugar', 'es', 'grandioso']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1027,N,Qué feo es que te dejen de hablar,"['Qué', 'feo', 'es', 'que', 'te', 'dejen', 'de', 'hablar']",0,0,0.125,0,0,0.125,0.125,0,0,0,1,0,0,0
1028,N,"@elfilosoflow Lo bloqueo ALV!, no soy tan tolerante maigo","['', 'elfilosoflow', 'Lo', 'bloqueo', 'ALV', 'no', 'soy', 'tan', 'tolerante', 'maigo']",0.111111111,0,0,0.111111111,0,0.111111111,0.111111111,0.111111111,0,0,1,0,0,0
1029,N,"Ya quería ser amable, mi amor. Pero no pinches puedo.","['Ya', 'quería', 'ser', 'amable', 'mi', 'amor', 'Pero', 'no', 'pinches', 'puedo', '']",0,0,0,0,0.2,0,0.2,0,0,0.1,0,1,0,0
1030,N,me duele la cara y no precisamente por ser tan guapa...,"['me', 'duele', 'la', 'cara', 'y', 'no', 'precisamente', 'por', 'ser', 'tan', 'guapa', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1031,N,$gruma manipulada..????..No creo..!!!..Todo el 2016 estaba pal perro..!!!...Ahora resulta..!!!...o reportó el trimestre..??...,"['', 'gruma', 'manipulada', 'No', 'creo', 'Todo', 'el', '2016', 'estaba', 'pal', 'perro', 'Ahora', 'resulta', 'o', 'reportó', 'el', 'trimestre', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1032,NEU,@GigiIsMyLife19 Me ayudarias con un RT aquí por favor? Te lo agradecería mucho,"['', 'GigiIsMyLife19', 'Me', 'ayudarias', 'con', 'un', 'RT', 'aquí', 'por', 'favor', 'Te', 'lo', 'agradecería', 'mucho']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
1033,N,"Me la paso haciendola de pedo a todos, por todo, que feo ser así.","['Me', 'la', 'paso', 'haciendola', 'de', 'pedo', 'a', 'todos', 'por', 'todo', 'que', 'feo', 'ser', 'así', '']",0,0,0.071428571,0,0,0.071428571,0,0,0,0,0,0,1,1
1034,N,"Si te vas a sentir sincitiotrofoblasto para invadir, primero fijate de que célula germinal provienes","['Si', 'te', 'vas', 'a', 'sentir', 'sincitiotrofoblasto', 'para', 'invadir', 'primero', 'fijate', 'de', 'que', 'célula', 'germinal', 'provienes']",0.066666667,0,0,0.066666667,0,0.066666667,0,0.066666667,0.066666667,0,0,0,1,1
1035,N,Amigos esto de ser maestra es muy difícil y más cuando no fue lo que estudié,"['Amigos', 'esto', 'de', 'ser', 'maestra', 'es', 'muy', 'difícil', 'y', 'más', 'cuando', 'no', 'fue', 'lo', 'que', 'estudié']",0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,1,1
1036,N,"@alruizesparza Ese Sr. J.A. Gurria parece CANTINFLAS 2da parte... Le falta MUUUUUCHA, pero MUCHA CLASE y ETIQUETA!","['', 'alruizesparza', 'Ese', 'Sr', 'J', 'A', 'Gurria', 'parece', 'CANTINFLAS', '2da', 'parte', 'Le', 'falta', 'MUUUUUCHA', 'pero', 'MUCHA', 'CLASE', 'y', 'ETIQUETA', '']",0.055555556,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0.111111111,1,0,0,0
1037,N,"Extraño tener con quien hablar de dibujitos, y colores, y diseños, y esas cosas bonitas de madrugada #LauraSad","['Extraño', 'tener', 'con', 'quien', 'hablar', 'de', 'dibujitos', 'y', 'colores', 'y', 'diseños', 'y', 'esas', 'cosas', 'bonitas', 'de', 'madrugada', 'LauraSad']",0,0,0,0,0,0,0.055555556,0,0,0,0,1,0,0
1038,NEU,Bueno la Pop no me respondió hoy pero estoy seguro de que se irá a dormir contenta de existir,"['Bueno', 'la', 'Pop', 'no', 'me', 'respondió', 'hoy', 'pero', 'estoy', 'seguro', 'de', 'que', 'se', 'irá', 'a', 'dormir', 'contenta', 'de', 'existir']",0,0.052631579,0,0,0.105263158,0,0.105263158,0,0.052631579,0.105263158,0,1,0,0
1039,P,"@fer_zamruv Me late la idea Fer, ¿qué día puedes? mil gracias, que tu semestre también sea bien bonito, disfrútalo mucho...","['', 'fer', 'zamruv', 'Me', 'late', 'la', 'idea', 'Fer', 'qué', 'día', 'puedes', 'mil', 'gracias', 'que', 'tu', 'semestre', 'también', 'sea', 'bien', 'bonito', 'disfrútalo', 'mucho', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1040,N,La niña con déficit de atención que siempre está en su rollo mental. Perdón por ser tan poco atenta así nací,"['La', 'niña', 'con', 'déficit', 'de', 'atención', 'que', 'siempre', 'está', 'en', 'su', 'rollo', 'mental', 'Perdón', 'por', 'ser', 'tan', 'poco', 'atenta', 'así', 'nací']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1041,N,Me quede bien agusto acostada en la sala (algo que rara vez pasa) y mi mamá no me quiere dejar dormir aquí,"['Me', 'quede', 'bien', 'agusto', 'acostada', 'en', 'la', 'sala', 'algo', 'que', 'rara', 'vez', 'pasa', 'y', 'mi', 'mamá', 'no', 'me', 'quiere', 'dejar', 'dormir', 'aquí']",0,0,0,0,0,0.045454545,0,0.045454545,0.045454545,0,0,0,1,1
1042,P,"@MrAtigrado Eraaan? y yo apenas pasaré a segundo no manches. Ya no estudias allá? pero son deliciosas, regresa por una a la semana","['', 'MrAtigrado', 'Eraaan', 'y', 'yo', 'apenas', 'pasaré', 'a', 'segundo', 'no', 'manches', 'Ya', 'no', 'estudias', 'allá', 'pero', 'son', 'deliciosas', 'regresa', 'por', 'una', 'a', 'la', 'semana']",0,0,0,0,0,0.043478261,0,0.043478261,0,0,0,0,1,0
1043,P,"JJ estará hoy en Coyoacan, ya tengo foto con el y autografo, pero es un buen tipo, quisiera poder ir para verlo otra vez","['JJ', 'estará', 'hoy', 'en', 'Coyoacan', 'ya', 'tengo', 'foto', 'con', 'el', 'y', 'autografo', 'pero', 'es', 'un', 'buen', 'tipo', 'quisiera', 'poder', 'ir', 'para', 'verlo', 'otra', 'vez']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1044,N,"¿Se venden? ¿No, verdad? Bueno, pues sSu tiempo tampoco. El mío tampoco. espero puedan cachar lo que trato de decir. NO ES QUE SEA CODO.","['', 'Se', 'venden', 'No', 'verdad', 'Bueno', 'pues', 'sSu', 'tiempo', 'tampoco', 'El', 'mío', 'tampoco', 'espero', 'puedan', 'cachar', 'lo', 'que', 'trato', 'de', 'decir', 'NO', 'ES', 'QUE', 'SEA', 'CODO', '']",0.04,0.08,0,0,0.04,0,0.08,0,0.04,0.08,0,1,0,0
1045,P,"@lunaelumen_ es broma amiga, lo sabes A mi también me gusta y mucho verte tan pero tan feliz. Te mereces lo mejor Te quiero y extraño.","['', 'lunaelumen', 'es', 'broma', 'amiga', 'lo', 'sabes', 'A', 'mi', 'también', 'me', 'gusta', 'y', 'mucho', 'verte', 'tan', 'pero', 'tan', 'feliz', 'Te', 'mereces', 'lo', 'mejor', 'Te', 'quiero', 'y', 'extraño', '']",0,0.038461538,0,0,0.038461538,0.038461538,0.038461538,0,0.038461538,0.038461538,1,0,0,0
1046,N,"—Mi celular no sirve. —¿Por qué lo dices? —Es que no me llegan sus mensajes. —A lo mejor no te ha mandado mensajes. —QUE NO SIRVE, DIJE!","['', 'Mi', 'celular', 'no', 'sirve', 'Por', 'qué', 'lo', 'dices', 'Es', 'que', 'no', 'me', 'llegan', 'sus', 'mensajes', 'A', 'lo', 'mejor', 'no', 'te', 'ha', 'mandado', 'mensajes', 'QUE', 'NO', 'SIRVE', 'DIJE', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1047,NEU,"Mi papá necesita que le diga un destino mañana a primera hora y no sé qué hacer aiiiiuda Perú , Puerto Rico,Colombia o Cuba? J E L P","['Mi', 'papá', 'necesita', 'que', 'le', 'diga', 'un', 'destino', 'mañana', 'a', 'primera', 'hora', 'y', 'no', 'sé', 'qué', 'hacer', 'aiiiiuda', 'Perú', 'Puerto', 'Rico', 'Colombia', 'o', 'Cuba', 'J', 'E', 'L', 'P']",0,0.035714286,0,0.035714286,0.035714286,0.035714286,0.071428571,0.035714286,0.035714286,0.035714286,0,1,0,0
1048,N,"Creo que en este momento la mejor solución es .. ir a casa de mi papá, dormir en mi recamara y hacer como si el tiempo no ha pasado","['Creo', 'que', 'en', 'este', 'momento', 'la', 'mejor', 'solución', 'es', 'ir', 'a', 'casa', 'de', 'mi', 'papá', 'dormir', 'en', 'mi', 'recamara', 'y', 'hacer', 'como', 'si', 'el', 'tiempo', 'no', 'ha', 'pasado']",0,0.035714286,0,0,0,0,0.071428571,0,0,0,0,1,0,0
1049,P,Unos tacawertz para desayunar!,"['Unos', 'tacawertz', 'para', 'desayunar', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1050,NEU,@XiadaniCarbajal como discada sin tortillas,"['', 'XiadaniCarbajal', 'como', 'discada', 'sin', 'tortillas']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
1051,N,Tengo la peor risa del mundo,"['Tengo', 'la', 'peor', 'risa', 'del', 'mundo']",0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,1,0,0,0
1052,NEU,Se dice fácil pero hacerlo es complicado...,"['Se', 'dice', 'fácil', 'pero', 'hacerlo', 'es', 'complicado', '']",0,0,0,0,0,0.142857143,0,0,0,0,0,0,1,0
1053,N,@andrearvenegas te extrañooooooo nos extraño en San Miguel,"['', 'andrearvenegas', 'te', 'extrañooooooo', 'nos', 'extraño', 'en', 'San', 'Miguel']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1054,P,"Cortar el cordón, es lo mejor que puedes hacer!!!","['Cortar', 'el', 'cordón', 'es', 'lo', 'mejor', 'que', 'puedes', 'hacer', '']",0.111111111,0.111111111,0,0.111111111,0,0.111111111,0.111111111,0.111111111,0,0,1,0,0,0
1055,NEU,Porque crees que los hombres son complicados @belindapop #AskBeli aiuda!,"['Porque', 'crees', 'que', 'los', 'hombres', 'son', 'complicados', 'belindapop', 'AskBeli', 'aiuda', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
1056,N,"@arlenemaciel la peor noticia, nos quedamos sin americano en San Diego","['', 'arlenemaciel', 'la', 'peor', 'noticia', 'nos', 'quedamos', 'sin', 'americano', 'en', 'San', 'Diego']",0,0,0,0.090909091,0,0.090909091,0,0.090909091,0,0,0,0,1,1
1057,N,No debí cenar esos dos Hot dog me siento una pelota JAJAJA,"['No', 'debí', 'cenar', 'esos', 'dos', 'Hot', 'dog', 'me', 'siento', 'una', 'pelota', 'JAJAJA']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1058,P,"@saidapg goey como nunca, papaya , una linda ensalada 🥗 ,lechuga espinacas pepino","['', 'saidapg', 'goey', 'como', 'nunca', 'papaya', 'una', 'linda', 'ensalada', 'lechuga', 'espinacas', 'pepino']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1059,P,Estar en los brazos de mi novio es lo único que quiero y necesito,"['Estar', 'en', 'los', 'brazos', 'de', 'mi', 'novio', 'es', 'lo', 'único', 'que', 'quiero', 'y', 'necesito']",0,0.071428571,0,0,0.071428571,0,0.071428571,0.071428571,0,0.071428571,0,1,0,1
1060,N,"@ToksMx pedí enchiladas de Mole y las tortillas horribles, se nota que son tacos congelados","['', 'ToksMx', 'pedí', 'enchiladas', 'de', 'Mole', 'y', 'las', 'tortillas', 'horribles', 'se', 'nota', 'que', 'son', 'tacos', 'congelados']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1061,N,@QuefishTV yo te amo pero como amiga *grita que es sapiosexual y huye a la sabana*,"['', 'QuefishTV', 'yo', 'te', 'amo', 'pero', 'como', 'amiga', 'grita', 'que', 'es', 'sapiosexual', 'y', 'huye', 'a', 'la', 'sabana', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,P,@MariannaAlfa @alfa913fm @alfa1045fm wow me encantó la frase de hoy te estoy escuchando desde Baja saludos preciosa,"['', 'MariannaAlfa', 'alfa913fm', 'alfa1045fm', 'wow', 'me', 'encantó', 'la', 'frase', 'de', 'hoy', 'te', 'estoy', 'escuchando', 'desde', 'Baja', 'saludos', 'preciosa']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,NEU,Creo que en el Internado si prácticaba mucho LP... Y en la carrera... Y ahorita en el SS...,"['Creo', 'que', 'en', 'el', 'Internado', 'si', 'prácticaba', 'mucho', 'LP', 'Y', 'en', 'la', 'carrera', 'Y', 'ahorita', 'en', 'el', 'SS', '']",0,0.055555556,0,0.055555556,0,0.055555556,0.055555556,0.055555556,0,0,1,0,0,1
1064,N,"Que triste es la vida, que me acabo de dar cuenta que NO HAY EMOJIS DE CARNE ASADA!!!!!!!!!!!!!!!!! #fuckingvida","['Que', 'triste', 'es', 'la', 'vida', 'que', 'me', 'acabo', 'de', 'dar', 'cuenta', 'que', 'NO', 'HAY', 'EMOJIS', 'DE', 'CARNE', 'ASADA', 'fuckingvida']",0.052631579,0,0.105263158,0.052631579,0,0.052631579,0,0.052631579,0,0.052631579,0,0,1,1
1065,P,@Soria2504 Jaja yo lloré cuando se muere María jajaja. Cuando le lleva serenata es lo más hermoso de la vida&gt;&gt;&gt;&gt;&gt;&gt;,"['', 'Soria2504', 'Jaja', 'yo', 'lloré', 'cuando', 'se', 'muere', 'María', 'jajaja', 'Cuando', 'le', 'lleva', 'serenata', 'es', 'lo', 'más', 'hermoso', 'de', 'la', 'vida', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1066,N,Y este sería @jaleon69 el último intento por parte de autoridades de Educación ... esperamos ese último reporte ... (muchos preguntan),"['Y', 'este', 'sería', 'jaleon69', 'el', 'último', 'intento', 'por', 'parte', 'de', 'autoridades', 'de', 'Educación', 'esperamos', 'ese', 'último', 'reporte', 'muchos', 'preguntan', '']",0,0.052631579,0,0,0,0,0,0,0,0,1,0,0,0
